mjd,year,mag,magerr,filter
55369.35835311636,2010.4719,15.822158319473893,0.04680540086799766,WISE_W1
55549.05177145438,2010.9639,15.862412182235088,0.05123086772270233,WISE_W1
56646.354182789975,2013.9681,15.817803591118567,0.05439154938605962,WISE_W1
56834.30603432037,2014.4827,15.749533280309697,0.05017020436280574,WISE_W1
57011.25257885277,2014.9672,15.694230229628902,0.053935961579899744,WISE_W1
57196.05622698436,2015.4731,15.813786257714197,0.05509104053789456,WISE_W1
57370.2614021044,2015.9501,15.791033396271441,0.05867377233029704,WISE_W1
57560.306939764756,2016.4704,15.593831955265102,0.043623892148421196,WISE_W1
57729.34436028969,2016.9332,15.899442102200165,0.06484015747842009,WISE_W1
57732.31377831079,2016.9413,15.684342874945177,0.0550803746814127,WISE_W1
57927.25198607191,2017.4750,15.844318865535694,0.05510953155480874,WISE_W1
58092.84329907958,2017.9284,15.736731404989452,0.05208214045087164,WISE_W1
58291.48717271036,2018.4722,15.155383994588796,0.030489442838071663,WISE_W1
58453.54299223524,2018.9159,15.219795477397621,0.03471882261528948,WISE_W1
58655.697010354794,2019.4694,15.29849338957099,0.03742649509791099,WISE_W1
58659.3878334,2019.4795,15.406,0.168,WISE_W1
58817.82336446115,2019.9133,15.362583532874059,0.03886565423194412,WISE_W1
58823.36457488,2019.9284,15.455,0.152,WISE_W1
59022.93813718654,2020.4748,15.34967232468224,0.03614463992193877,WISE_W1
59184.85248173608,2020.9181,15.49085743300627,0.04509339198934983,WISE_W1
59386.91274689291,2021.4714,15.47018440977627,0.042541774783720905,WISE_W1
59549.134227334216,2021.9155,15.437977411187873,0.04355347229315482,WISE_W1
59750.755653272296,2022.4675,15.54953181812948,0.06538089312689738,WISE_W1
59753.98661397885,2022.4763,15.337113337667155,0.04266907446591318,WISE_W1
59913.25260395028,2022.9124,15.542606859709261,0.043556085443436254,WISE_W1
59916.2011350097,2022.9205,15.466265158800045,0.044937679990056434,WISE_W1
55369.42441560168,2010.4721,14.761652253214324,0.06114357758202581,WISE_W2
55549.183330325606,2010.9642,14.805790606471756,0.07519820169434073,WISE_W2
56646.43674001277,2013.9683,14.77830670353104,0.1004525555457729,WISE_W2
56834.170455796775,2014.4823,14.71614987839215,0.07490399760459614,WISE_W2
57011.170228136616,2014.9669,14.796936596440592,0.09666121706487114,WISE_W2
57195.992430713515,2015.4729,14.782533101625374,0.08508720499150063,WISE_W2
57370.3383407728,2015.9503,14.708458397926455,0.08387407283027228,WISE_W2
57560.468387003864,2016.4708,14.126833486965474,0.07365427334060955,WISE_W2
57729.43931378935,2016.9334,14.78724822595062,0.10359283405117128,WISE_W2
57732.491704808206,2016.9418,14.819807915484436,0.12197621785345718,WISE_W2
57927.31558652056,2017.4752,14.801965891494875,0.09675678751817773,WISE_W2
58092.749703340465,2017.9281,15.00325225018841,0.12095489314850115,WISE_W2
58291.39259562465,2018.4720,14.43464180020046,0.07427022219287484,WISE_W2
58453.55092808797,2018.9160,14.510720760669901,0.06733996053541019,WISE_W2
58655.619697157046,2019.4692,14.148416019694942,0.07231636926159321,WISE_W2
58659.3878334,2019.4795,14.787,0.455,WISE_W2
58817.84211743778,2019.9133,14.455016413041502,0.06487305774539569,WISE_W2
58823.36457488,2019.9284,14.456,0.225,WISE_W2
59022.849316521475,2020.4746,14.469597826073716,0.08958370789575382,WISE_W2
59184.90463939652,2020.9183,14.444417682487956,0.07317989693368263,WISE_W2
59386.86179668358,2021.4712,14.279848016706982,0.07609750338835487,WISE_W2
59549.05715065547,2021.9153,14.591821700161942,0.07895556327007841,WISE_W2
59750.7972196419,2022.4676,14.434231149385127,0.10713285252891615,WISE_W2
59753.97075082786,2022.4763,14.05596921863821,0.08248821295960033,WISE_W2
59913.325780578365,2022.9126,14.590945502434773,0.07479590584010566,WISE_W2
59916.203075862744,2022.9205,14.518277411933617,0.08699030153156637,WISE_W2
